Date,Close
1/31/17,29.54
2/1/17,29.21
2/2/17,30.72
2/3/17,32.69
2/6/17,31.79
2/7/17,31.2
2/8/17,31.98
2/9/17,32.37
2/10/17,31.99
2/13/17,32.58
2/14/17,32.68
2/15/17,32.74
2/16/17,31.82
2/17/17,32.3
2/21/17,32.29
2/22/17,32.36
2/23/17,32.44
2/24/17,33.17
2/27/17,33.57
2/28/17,33.22
3/1/17,32.95
3/2/17,33.22
3/3/17,31.77
3/6/17,30.69
3/7/17,30.81
3/8/17,31.77
3/9/17,31.53
3/10/17,31.73
3/13/17,30.9
3/14/17,30.95
3/15/17,30.32
3/16/17,30.41
3/17/17,30.54
3/20/17,29.37
3/21/17,28.42
3/22/17,28.37
3/23/17,28.27
3/24/17,28.17
3/27/17,27.93
3/28/17,28.55
3/29/17,29.27
3/30/17,29.46
3/31/17,29.64
4/3/17,29.64
4/4/17,28.89
4/5/17,28.82
4/6/17,29.42
4/7/17,29.1
4/10/17,29.52
4/11/17,29.71
4/12/17,29.17
4/13/17,29.17
4/17/17,28.82
4/18/17,28.71
4/19/17,29.09
4/20/17,30.01
4/21/17,29.48
4/24/17,29.19
4/25/17,29.28
4/26/17,29.43
4/27/17,29.51
4/28/17,29.22
5/1/17,28.86
5/2/17,29.5
5/3/17,29.16
5/4/17,28.92
5/5/17,28.97
5/8/17,28.67
5/9/17,29.3
5/10/17,29.34
5/11/17,24.35
5/12/17,23.61
5/15/17,23.21
5/16/17,22.82
5/17/17,23.01
5/18/17,22.76
5/19/17,23.01
5/22/17,23.41
5/23/17,23.05
5/24/17,23.18
5/25/17,23.36
5/26/17,23.44
5/30/17,23.6
5/31/17,23.5
6/1/17,24.08
6/2/17,23.81
6/5/17,23.86
6/6/17,21.9
6/7/17,21.81
6/8/17,21.77
6/9/17,22.7
6/12/17,22.67
6/13/17,22.26
6/14/17,22.76
6/15/17,22.73
6/16/17,22.93
6/19/17,22.71
6/20/17,22.1
6/21/17,21.6
6/22/17,22.09
6/23/17,22.27
6/26/17,22.47
6/27/17,23.09
6/28/17,23.18
6/29/17,22.95
6/30/17,23.24
7/3/17,23.84
7/5/17,23.52
7/6/17,22.85
7/7/17,22.68
7/10/17,21.08
7/11/17,21.17
7/12/17,21.23
7/13/17,22.1
7/14/17,22.36
7/17/17,23.05
7/18/17,22.68
7/19/17,22.99
7/20/17,23.07
7/21/17,23.36
7/24/17,22.69
7/25/17,23.49
7/26/17,23.54
7/27/17,24.2
7/28/17,23.93
7/31/17,23.75
8/1/17,23.98
8/2/17,23.17
8/3/17,23.59
8/4/17,23.3
8/7/17,23.56
8/8/17,23.52
8/9/17,23.03
8/10/17,20.67
8/11/17,20.62
8/14/17,20.35
8/15/17,20.29
8/16/17,20.14
8/17/17,19.62
8/18/17,19.49
8/21/17,19.53
8/22/17,20.42
8/23/17,20.5
8/24/17,20.69
8/25/17,21.11
8/28/17,21.16
8/29/17,20.94
8/30/17,20.83
8/31/17,20.77
9/1/17,21.41
9/5/17,21.01
9/6/17,22.17
9/7/17,21.72
9/8/17,21.32
9/11/17,21.48
9/12/17,22.22
9/13/17,22.65
9/14/17,22
9/15/17,22.58
9/18/17,22.1
9/19/17,21.78
9/20/17,21.48
9/21/17,21.16
9/22/17,21.53
9/25/17,21.81
9/26/17,21.87
9/27/17,22.14
9/28/17,22.02
9/29/17,21.82
10/2/17,20.89
10/3/17,21.05
10/4/17,20.63
10/5/17,21.03
10/6/17,20.81
10/9/17,20.35
10/10/17,20.66
10/11/17,20.47
10/12/17,20.24
10/13/17,20.2
10/16/17,19.89
10/17/17,19.95
10/18/17,20.15
10/19/17,20.19
10/20/17,21.17
10/23/17,21.33
10/24/17,21.4
10/25/17,21.24
10/26/17,21.34
10/27/17,19.69
10/30/17,18.84
10/31/17,18.76
11/1/17,18.95
11/2/17,18.78
11/3/17,18.36
11/6/17,18.16
11/7/17,17.53
11/8/17,17.57
11/9/17,19.5
11/10/17,19.98
11/13/17,19.33
11/14/17,19.7
11/15/17,19.98
11/16/17,20.25
11/17/17,20.35
11/20/17,20.8
11/21/17,20.42
11/22/17,20.63
11/24/17 13:00,21.07
11/27/17,21.21
11/28/17,22.17
11/29/17,23.98
11/30/17,23.8
12/1/17,24.19
12/4/17,25.8
12/5/17,25.22
12/6/17,25.09
12/7/17,25.28
12/8/17,25.8
12/11/17,25.89
12/12/17,25.69
12/13/17,25.83
12/14/17,24.8
12/15/17,24.59
12/18/17,25.85
12/19/17,25.25
12/20/17,25.33
12/21/17,25.57
12/22/17,25.67
12/26/17,26.85
12/27/17,25.64
12/28/17,25.72
12/29/17,25.19
1/2/18,26.31
1/3/18,25.33
1/4/18,24.49
1/5/18,24.48
1/8/18,24.44
1/9/18,24.69
1/10/18,25.6
1/11/18,26.3
1/12/18,26.89
1/16/18,25.92
1/17/18,26.24
1/18/18,26.6
1/19/18,27.01
1/22/18,27.25
1/23/18,27.36
1/24/18,27.25
1/25/18,26.64
1/26/18,27.4
1/29/18,27.31
1/30/18,26.25
1/31/18,25.95
2/1/18,25.62
2/2/18,24.89
2/5/18,23.47
2/6/18,24.16
2/7/18,24.76
2/8/18,24
2/9/18,24.15
2/12/18,24.19
2/13/18,24.88
2/14/18,25.64
2/15/18,26.46
2/16/18,26.26
2/20/18,25.65
2/21/18,25.59
2/22/18,26.17
2/23/18,26.74
2/26/18,27.45
2/27/18,28.4
2/28/18,29.41
3/1/18,29.25
3/2/18,30.41
3/5/18,30.35
3/6/18,30.36
3/7/18,29.92
3/8/18,28.92
3/9/18,28.88
3/12/18,28.76
3/13/18,29.82
3/14/18,29.23
3/15/18,28.8
3/16/18,28.9
3/19/18,29.3
3/20/18,28.93
3/21/18,28.68
3/22/18,28.27
3/23/18,27.21
3/26/18,27.9
3/27/18,27.86
3/28/18,29.07
3/29/18,29.74
4/2/18,29.07
4/3/18,28.99
4/4/18,30.09
4/5/18,30.93
4/6/18,29.8
4/9/18,29.15
4/10/18,29.3
4/11/18,29.07
4/12/18,28.9
4/13/18,28.26
4/16/18,28.74
4/17/18,28.94
4/18/18,29.4
4/19/18,29.41
4/20/18,29.96
4/23/18,30.46
4/24/18,30.5
4/25/18,30.72
4/26/18,31.75
4/27/18,32.19
4/30/18,31.07
5/1/18,30.74
5/2/18,31.34
5/3/18,31.45
5/4/18,31.24
5/7/18,30.05
5/8/18,29.78
5/9/18,30.14
5/10/18,29.42
5/11/18,29.64
5/14/18,29.63
5/15/18,29.93
5/16/18,33.17
5/17/18,33.84
5/18/18,33.84
5/21/18,34.61
5/22/18,33.12
5/23/18,33.48
5/24/18,34.03
5/25/18,34.13
5/29/18,34.83
5/30/18,35.58
5/31/18,34.91
6/1/18,35.56
6/4/18,37.1
6/5/18,40.05
6/6/18,40.1
6/7/18,40.21
6/8/18,39.88
6/11/18,39.75
6/12/18,39.97
6/13/18,38.37
6/14/18,37.56
6/15/18,38.27
6/18/18,38.73
6/19/18,38.88
6/20/18,39.62
6/21/18,39.32
6/22/18,37.43
6/25/18,36.97
6/26/18,37.86
6/27/18,37.88
6/28/18,38.48
6/29/18,37.43
7/2/18,36.54
7/3/18 13:00,37.13
7/5/18,36.89
7/6/18,36.89
7/9/18,36.46
7/10/18,36.72
7/11/18,36.44
7/12/18,36.12
7/13/18,36.39
7/16/18,36.99
7/17/18,37.07
7/18/18,37.7
7/19/18,38.96
7/20/18,38.65
7/23/18,39.41
7/24/18,39.36
7/25/18,40.17
7/26/18,39.48
7/27/18,39.48
7/30/18,40.27
7/31/18,39.73
8/1/18,37.94
8/2/18,38.73
8/3/18,38.95
8/6/18,38.78
8/7/18,39.47
8/8/18,39.89
8/9/18,40.56
8/10/18,39.97
8/13/18,40.08
8/14/18,41.82
8/15/18,35.15
8/16/18,35.81
8/17/18,36.03
8/20/18,38.21
8/21/18,38.24
8/22/18,37.55
8/23/18,38.13
8/24/18,36.51
8/27/18,36.28
8/28/18,36.34
8/29/18,36.21
8/30/18,35.97
8/31/18,36.55
9/4/18,36.39
9/5/18,35.8
9/6/18,35.36
9/7/18,35.51
9/10/18,35.98
9/11/18,36.39
9/12/18,36.39
9/13/18,35.74
9/14/18,36.27
9/17/18,35.16
9/18/18,35.53
9/19/18,35.55
9/20/18,35.18
9/21/18,35.69
9/24/18,34.75
9/25/18,34.38
9/26/18,34.89
9/27/18,34.59
9/28/18,34.73
10/1/18,34.71
10/2/18,33.03
10/3/18,33.4
10/4/18,32.87
10/5/18,32.83
10/8/18,33.18
10/9/18,33.05
10/10/18,32.76
10/11/18,32.14
10/12/18,33.38
10/15/18,33.39
10/16/18,33.51
10/17/18,31.84
10/18/18,32.41
10/19/18,32.34
10/22/18,32.89
10/23/18,32.54
10/24/18,32.22
10/25/18,33.09
10/26/18,32.37
10/29/18,33.98
10/30/18,35.72
10/31/18,34.29
11/1/18,34.59
11/2/18,35.54
11/5/18,36.75
11/6/18,37.03
11/7/18,37.19
11/8/18,37.79
11/9/18,37.78
11/12/18,37.05
11/13/18,35.79
11/14/18,33.22
11/15/18,32.27
11/16/18,33.3
11/19/18,33.08
11/20/18,31.95
11/21/18,32.59
11/23/18 13:00,32.01
11/26/18,32.56
11/27/18,33.89
11/28/18,34.42
11/29/18,33.74
11/30/18,34.22
12/3/18,34.35
12/4/18,32.42
12/6/18,32.37
12/7/18,31.69
12/10/18,31.89
12/11/18,31.84
12/12/18,32.22
12/13/18,30.8
12/14/18,30.61
12/17/18,30.28
12/18/18,31.05
12/19/18,30.41
12/20/18,29.12
12/21/18,28.2
12/24/18 13:00,28.15
12/26/18,30.13
12/27/18,30.04
12/28/18,30.02
12/31/18,29.78
1/2/19,30.76
1/3/19,29.76
1/4/19,29.38
1/7/19,29.91
1/8/19,30.83
1/9/19,31.72
1/10/19,26.11
1/11/19,25.42
1/14/19,25.08
1/15/19,24.98
1/16/19,24.48
1/17/19,24.75
1/18/19,25.79
1/22/19,24.9
1/23/19,24.7
1/24/19,24.51
1/25/19,25.51
1/28/19,25.72
1/29/19,25.72
1/30/19,25.72
1/31/19,26.3
2/1/19,25.73
2/4/19,25.87
2/5/19,25.96
2/6/19,25.37
2/7/19,25.66
2/8/19,25.14
2/11/19,25.01
2/12/19,24.79
2/13/19,25.24
2/14/19,25.14
2/15/19,24.88
2/19/19,25.33
2/20/19,25.02
2/21/19,24.45
2/22/19,24.06
2/25/19,24.36
2/26/19,24.72
2/27/19,25.32
2/28/19,24.79
3/1/19,24.49
3/4/19,24.36
3/5/19,24.37
3/6/19,24.04
3/7/19,23.3
3/8/19,23.09
3/11/19,23.57
3/12/19,23.82
3/13/19,24.02
3/14/19,23.63
3/15/19,23.71
3/18/19,23.89
3/19/19,23.95
3/20/19,23.63
3/21/19,24.03
3/22/19,23.31
3/25/19,23.86
3/26/19,23.93
3/27/19,24.33
3/28/19,24.19
3/29/19,24.03
4/1/19,24.47
4/2/19,24.67
4/3/19,24.61
4/4/19,25.99
4/5/19,25.49
4/8/19,25.66
4/9/19,25.07
4/10/19,24.76
4/11/19,24.32
4/12/19,24.28
4/15/19,24.59
4/16/19,24.65
4/17/19,24.96
4/18/19,25.08
4/22/19,24.33
4/23/19,24.65
4/24/19,25.05
4/25/19,24.13
4/26/19,24.26
4/29/19,24.09
4/30/19,23.54
